Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2010 [YR2010],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005]
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,28.29325581,28.36383721,28.4344186,28.505,28.5755814,28.64651163,28.71686047,28.7872093,28.85755814,28.92790698,28.22267442,27.51627907,27.5869186,27.65755814,27.72819767,27.79883721,28.15203488,28.08139535,28.01075581,27.94011628,27.86947674
Ethiopia,ETH,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.61219897,..,..,..,..,..,1.079003773,1.977599851,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.083647726,0.091451262,0.105676114,0.125797367,0.127832027,0.144493245,0.148684311,0.157840173,0.163813429,..,0.073824767,0.053756289,0.064554538,0.065153465,0.069557428,0.071794656,0.076612691,0.078271761,0.073877268,0.068799271,0.066145963
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,15.69728395,15.63261905,15.56793063,15.50310992,15.43780939,15.37274233,15.30842662,15.24350842,15.17886663,15.11422483,15.76129886,18.5285,18.4555,18.3825,18.3095,16.14900918,15.82569664,15.89032501,15.95475311,16.01901197,16.08360407
Euro area,EMU,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.312135061,..,..,..,..,..,-0.353946491,-0.647661335,..,..,..,..,..,..,..,..,..
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.188875049,7.08485744,6.916262683,6.524125278,6.6474439,6.623468046,6.619155571,6.437263443,6.114407752,..,7.440841788,8.192846584,8.30726294,8.281549332,8.412145196,8.40697898,7.270376665,7.885011345,8.095593328,8.249658431,8.337866623
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,38.08415339,38.1621392,38.22433934,38.30731285,38.39784134,38.45212739,38.51986001,38.5251932,38.5825437,38.63952141,37.99909825,36.53251768,36.68650432,36.82665545,36.96703237,37.11900198,37.87167322,37.72351715,37.56916197,37.42321035,37.26767388
European Union,EUU,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.268266747,..,..,..,..,..,-0.28699628,-0.451245646,..,..,..,..,..,..,..,..,..
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.075192947,6.93058035,6.740216436,6.395219118,6.51386931,6.52118973,6.559187752,6.404527265,6.09343322,..,7.277359216,7.831716377,7.954233021,7.916762377,8.099146528,8.081047906,7.097037128,7.681425687,7.88328186,8.002324,8.008022363
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,39.24614145,39.38070518,39.44940723,39.51893313,39.60720739,39.65653743,39.7104992,39.72052633,39.76619064,39.81160243,39.16252949,37.95127174,38.07669603,38.20845994,38.32448122,38.44691727,39.05525718,38.94371463,38.81791466,38.6969579,38.57013791
Faroe Islands,FRO,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659
Fiji,FJI,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.2456852,..,..,..,..,..,-0.126364809,-0.285321109,..,..,..,..,..,..,..,..,..
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.285539092,1.19066194,1.305449843,1.488838858,1.588704993,1.742308032,1.880427571,1.844955795,1.831553275,..,1.349125821,0.998753408,1.277762147,1.079414216,1.28664166,1.797364878,1.136315747,1.147445607,1.50684357,1.66693039,1.570095596
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,59.10870279,59.47411056,59.83951834,60.20492611,60.57033388,60.93596059,61.3015873,61.66721401,62.03284072,62.39846743,58.74329502,55.08866995,55.45413246,55.81959496,56.18505747,56.55051998,58.37783251,58.01237001,57.6469075,57.28144499,56.91598248
Finland,FIN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.067744384,..,..,..,..,..,0.101599364,-0.257565531,..,..,..,..,..,..,..,..,..
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.22962444,9.126387978,9.22784648,8.451871908,7.814537356,8.316193077,7.810154155,8.082639791,7.372854761,..,11.65875348,10.64485611,11.77523242,12.1985969,13.75595751,12.94525129,10.14821304,10.6636072,12.30921631,12.72627915,10.57167065
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,73.30086544,73.41077364,73.52068183,73.63059002,73.73564542,73.73564542,73.73321927,73.73321927,73.73321927,73.73321927,73.18854886,73.69132276,73.62446568,73.55760859,73.4907515,73.42389442,73.25555775,73.32256663,73.34372061,73.40585972,73.35703733
France,FRA,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.705359089,..,..,..,..,..,-0.718670773,-0.575736315,..,..,..,..,..,..,..,..,..
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.128951791,5.154142128,5.12979914,4.616052854,4.677807228,4.70474678,4.749542598,4.575874163,4.468770089,..,5.348198409,6.125507901,6.1399245,6.003048171,6.052063904,6.024888047,5.312096451,5.561011371,5.667781492,5.840018106,6.025069386
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,30.13823218,30.29054509,30.442858,30.59517091,30.74748382,30.89979673,31.05210964,31.20442255,31.35673546,31.50904837,29.98591927,27.91987099,28.12642106,28.33297112,28.52389357,28.74607126,29.77936544,29.5728116,29.36625776,29.15970392,28.95315008
French Polynesia,PYF,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-2.630432701,..,..,..,..,..,-3.971483317,-6.679914994,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Forest area (% of land area),AG.LND.FRST.ZS,40.83606557,40.83606557,40.83606557,40.83606557,40.83606557,40.83606557,40.83606557,42.46022727,42.46022727,42.46022727,40.83606557,40.58743169,40.61229508,40.63715847,40.66202186,40.68688525,40.81120219,40.7863388,40.76147541,40.73661202,40.71174863
Gabon,GAB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.29678462,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.431022623,3.200590683,3.186448492,3.163816156,3.142183759,3.197399088,2.581348773,2.415920485,2.416484011,..,3.546479337,4.949693046,4.952273753,4.62621577,4.878987517,4.498488798,3.314371184,3.470443269,3.354690664,3.803812803,4.357987805
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,91.73566189,91.68954865,91.6434354,91.59732216,91.55120891,91.50510343,91.45899794,91.41289246,91.36678698,91.32068149,91.78177514,91.97811154,91.9584779,91.93884426,91.91921062,91.89957698,91.80140878,91.82104242,91.84067606,91.8603097,91.87994334
"Gambia, The",GMB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.380169905,..,..,..,..,..,-0.404697306,-0.42176856,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.243487777,0.241467286,0.224065899,0.25691229,0.254091824,0.246610947,0.243913466,0.241218342,0.247050718,..,0.245371539,0.182134433,0.227929445,0.213635204,0.206907262,0.213828841,0.281564377,0.254545114,0.250023476,0.226209665,0.213765883
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,29.07786561,28.51146245,27.94505929,27.37865613,26.81225296,26.24505929,25.67885375,25.11264822,24.54545455,23.97924901,29.64426877,35.30928854,34.74278656,34.17628458,33.60978261,33.04328063,30.21077075,30.77727273,31.3437747,31.91027668,32.47677866
Georgia,GEO,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.147705907,..,..,..,..,..,-0.221640655,-0.031206141,..,..,..,..,..,..,..,..,..
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.735685448,1.928196034,2.108848922,2.277240519,2.469615623,2.588862958,2.609975618,2.568059536,2.717624226,..,1.404919111,1.169940333,0.876849261,0.743996199,0.799648581,0.858087124,1.473356725,1.25764955,1.458489553,1.211231833,1.086491596
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,39.72657936,39.81551302,39.90444668,39.99338034,40.082314,40.5269823,40.43804864,40.34911498,40.26018132,40.17124766
Germany,DEU,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.038064109,..,..,..,..,..,-0.048335807,-0.047685156,..,..,..,..,..,..,..,..,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.299036295,9.451317705,9.62420735,9.088506897,9.087290909,9.073006686,8.858293847,8.536196091,7.911621016,..,9.453399722,10.09931602,10.29363415,10.10298472,10.13870882,9.950402591,8.97178632,9.617453045,9.527586652,9.886441614,9.729424378
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,32.73754877,32.74516555,32.71898647,32.72284322,32.73232815,32.68548202,32.68454647,32.68361097,32.68361097,32.68361097,32.73087185,32.53761284,32.55803955,32.57753827,32.59797598,32.6174843,32.71133932,32.69368672,32.67416181,32.65370498,32.6341897
Ghana,GHA,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.313309791,..,..,..,..,..,-0.316478302,-0.322169671,..,..,..,..,..,..,..,..,..
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.462822311,0.561999712,0.587425248,0.554280565,0.566623028,0.564217035,0.584105258,0.627538298,0.658823541,..,0.451580867,0.297735601,0.314320105,0.366979247,0.344091272,0.31402298,0.414133624,0.367512374,0.397144284,0.380266256,0.322718935
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,34.85291377,34.79798717,34.74306056,34.68813395,34.63320735,34.81691131,35.00061528,35.03234596,35.06407665,35.09585128,34.90784038,38.88815153,38.49012042,38.0920893,37.69405819,37.29602707,35.3058715,35.70390261,36.10193373,36.49996484,36.89799596
Gibraltar,GIB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.793078091,..,..,..,..,..,-0.808590613,-0.879769346,..,..,..,..,..,..,..,..,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.61375705,7.251237354,6.609996229,6.385178661,6.28506954,6.203617147,6.211250289,6.0580184,5.59618907,..,7.874949777,8.741595261,8.894202354,8.860741473,9.17087841,9.113529104,8.529742762,9.064040878,9.441123453,9.137630592,9.278882623
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,30.27,30.27,30.27,30.27,30.27,30.26997673,30.26997673,30.26997673,30.26997673,30.26997673,30.27,27.93040807,28.16436695,28.39832661,28.63228549,28.86624515,30.03604112,29.80208146,29.56812258,29.33416292,29.10020403
Greenland,GRL,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997
Grenada,GRD,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.903002289,3.81565719,2.958251607,2.295684114,2.463436318,2.539383122,2.615581576,2.871268408,2.946376075,..,2.730002651,2.042066571,2.227775518,2.315797548,2.403776814,2.20420528,7.656895482,2.749935914,2.662027145,2.477653381,2.388732825
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353
Guam,GUM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,44.81481481,45.18518519,45.55555556,45.92592593,46.2962963,51.85185185,51.85185185,51.85185185,51.85185185,51.85185185,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444
Guatemala,GTM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,1.145790236,..,..,..,..,..,1.219763011,1.200100667,..,..,..,..,..,..,..,..,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.808455576,0.821948809,0.864132971,0.911388463,1.049628082,1.105025419,1.029997461,1.120698338,1.162970924,..,0.802261619,0.81278639,0.826344294,0.861904487,0.848950174,0.847650879,0.846417112,0.818091212,0.920826905,0.871846874,0.890464915
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,34.48338932,34.22807018,33.97275103,33.71743188,33.46211273,33.35386338,33.24561404,33.13736469,33.02911534,32.92086599,34.73870847,39.27958193,38.82549459,38.37140724,37.9173199,37.46323255,35.19279582,35.64688317,36.10097051,36.55505786,37.0091452
Guinea,GIN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.541487597,..,..,..,..,..,0.534092174,0.507007233,..,..,..,..,..,..,..,..,..
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.251428453,0.23281943,0.200131818,0.200879386,0.222181476,0.240236469,0.276776092,0.302071193,0.309288541,..,0.245286381,0.180809115,0.186525449,0.189842229,0.194216978,0.198303128,0.21275591,0.206391015,0.208023423,0.204138179,0.200887312
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,26.58717239,26.44066417,26.29415595,26.14764773,26.00113951,25.8383526,25.67556568,25.51277877,25.34999186,25.18720495,26.73368061,28.19876282,28.0522546,27.90574638,27.75923816,27.61272994,26.88018883,27.02669705,27.17320527,27.3197135,27.46622172
Guinea-Bissau,GNB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.481290285,..,..,..,..,..,0.47217143,0.441897549,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.153551253,0.155765084,0.151675192,0.159533648,0.16117826,0.173919484,0.169570703,0.170730038,0.171792958,..,0.157624801,0.12486421,0.122238928,0.119573939,0.148056138,0.152265871,0.154994881,0.152045425,0.162942027,0.159700111,0.156141834
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,73.11472262,72.81443812,72.51415363,72.21386913,71.91358464,71.61344239,71.31330014,71.01315789,70.71301565,70.4128734,73.41500711,76.41820768,76.11788762,75.81756757,75.51724751,75.21692745,73.71532717,74.01564723,74.31596728,74.61628734,74.9166074
Guyana,GUY,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.038607351,..,..,..,..,..,0.027708691,0.022832569,..,..,..,..,..,..,..,..,..
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.433416853,2.647645978,2.607730233,2.698556721,2.710334223,3.215088122,3.186200564,3.324745367,3.640892855,..,2.348451477,2.22306145,2.200733757,2.175112689,2.174082262,2.239395333,2.179966238,2.142431558,2.156797884,1.782041634,1.983499455
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,94.02143764,93.96205232,93.90266701,93.84328169,93.78389637,93.73716027,93.69037338,93.64363729,93.59685039,93.5501143,94.08082296,94.30642621,94.28386589,94.26130556,94.23874524,94.21618491,94.10338329,94.12594361,94.14850394,94.17106426,94.19362459
Haiti,HTI,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.77456403,..,..,..,..,..,0.759375716,0.620490049,..,..,..,..,..,..,..,..,..
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.267318268,0.236076333,0.254791238,0.286282868,0.30666988,0.309963776,0.303213317,0.295778642,0.294768414,..,0.247253132,0.173680812,0.185856117,0.209043763,0.203368312,0.184589899,0.203101721,0.210437489,0.215895462,0.184059902,0.184877283
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,13.61661829,13.50391872,13.39121916,13.27851959,13.16582003,13.05297533,12.94013062,12.82728592,12.71444122,12.60159652,13.72931785,13.8116836,13.80344702,13.79521045,13.78697388,13.7787373,13.73755443,13.745791,13.75402758,13.76226415,13.77050073
Honduras,HND,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,2.180747253,..,..,..,..,..,2.057814267,2.38364599,..,..,..,..,..,..,..,..,..
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.038833066,1.06935877,1.064951336,1.056324782,1.089663658,1.021487509,0.98207493,1.048237401,1.048622992,..,0.983472529,0.758991925,0.859015935,0.878880862,0.947043924,1.038040468,0.990089255,1.076312315,1.093677158,1.043973254,0.934443841
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,58.56771829,58.36816516,58.16861203,57.9690589,57.76950576,57.58378765,57.39663956,57.20940209,57.02216463,56.83492716,58.76727143,60.57976584,60.3985164,60.21726696,60.03601752,59.85476808,58.94852087,59.12977031,59.31101975,59.49226919,59.67351863
"Hong Kong SAR, China",HKG,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.509988937,..,..,..,..,..,-0.653377292,-0.626146129,..,..,..,..,..,..,..,..,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.704300453,4.377864468,4.120050589,4.11798843,4.407180501,4.50885432,4.744601547,4.746529359,4.74663103,..,4.787989094,5.350127818,5.524375965,5.473190665,5.74457771,5.575263133,4.773188743,5.280833386,5.355128938,5.506698601,5.543733303
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,22.63642991,22.66830885,22.70018778,22.55023011,22.58185404,22.55895244,22.5429542,22.5281613,22.51227263,22.49627438,22.60455098,21.43684445,21.57656773,21.71629101,21.85601428,21.99573756,22.46623219,22.55714764,22.41740877,22.2776699,22.13793103
IBRD only,IBD,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.021847844,..,..,..,..,..,0.025003706,0.155482352,..,..,..,..,..,..,..,..,..
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.180624798,4.263203742,4.339381971,4.345627555,4.268350095,4.242980158,4.309694227,4.426318877,4.459441091,..,3.953456918,2.537751661,2.586017769,2.656620739,2.84211629,3.045761412,3.714349551,3.657568694,3.58635593,3.414429062,3.228989058
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,34.15915171,34.13378215,34.10842334,34.08275162,34.05592647,34.01794344,33.977203,33.96078584,33.94212653,33.9250508,34.18463295,34.5556722,34.5181049,34.48072177,34.44270649,34.4042754,34.22224566,34.25861421,34.29576384,34.33317557,34.36602071
Iceland,ISL,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-3.634615633,..,..,..,..,..,-4.016811935,-5.98799124,..,..,..,..,..,..,..,..,..
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.924504836,5.799523611,6.269999047,6.261721492,6.227045154,4.859303764,4.863133247,4.819673475,4.548442258,..,6.162727567,7.930157714,7.579798434,7.790681127,7.702377441,7.94319225,6.624824238,6.868002252,7.638831305,7.669973612,7.717349417
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,0.452548628,0.459511222,0.466473815,0.473436409,0.480399002,0.485386534,0.492568579,0.496280869,0.502727363,0.509273034,0.445586035,0.29755611,0.312359102,0.327162095,0.341965087,0.35676808,0.430783042,0.41598005,0.401177057,0.386374065,0.371571072
India,IND,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.520158833,..,..,..,..,..,-0.653338923,-0.224650339,..,..,..,..,..,..,..,..,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.405068333,1.508508252,1.539947839,1.657231271,1.647151914,1.657396308,1.733360844,1.8126965,1.797620119,..,1.344896147,0.887641212,0.887013876,0.901339542,0.910255466,0.961090201,1.285083612,1.18632121,1.129757683,1.042663453,0.99029291
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,23.46382169,23.55342242,23.64302315,23.73262388,23.82222461,23.91182535,24.00142608,24.09102681,24.18062754,24.27022827,23.37422095,22.733495,22.7975676,22.86164019,22.92571279,22.98978538,23.31014836,23.24607576,23.18200317,23.11793057,23.05385798
Indonesia,IDN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.586760214,..,..,..,..,..,0.512309735,1.745093568,..,..,..,..,..,..,..,..,..
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.939122786,1.938042616,1.778914016,1.896733638,1.890795841,1.844764783,1.954725536,2.15559759,2.290397148,..,1.718201745,1.326863641,1.408681788,1.40616085,1.515549968,1.528266442,1.638919951,1.597402667,1.635120972,1.589363176,1.512001407
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,54.50131102,53.99000867,53.47870632,52.96740396,52.45610161,50.74345453,50.03933382,49.71681778,49.39429641,49.07178037,55.01261337,55.90730692,55.81783757,55.72836821,55.63889886,55.5494295,55.10208272,55.19155208,55.28102143,55.37049079,55.45996015
"Iran, Islamic Rep.",IRN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.915661344,..,..,..,..,..,-1.376631367,-0.271663967,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.396667663,7.40165311,7.631864943,7.81441898,7.633623871,7.631719002,7.764841864,7.792523264,7.598364845,..,7.336652683,5.187936248,5.32843848,5.49708091,5.721566758,6.057320614,7.436286869,7.25243453,7.207252776,6.862471364,6.461795522
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.570691815,6.575916648,6.586010216,6.596103784,6.601261082,6.564490778,5.72561949,5.809506619,5.893393747,5.977280876,6.061168005,6.480603649,6.396716521,6.312829392,6.228942263,6.145055134
Iraq,IRQ,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.056823136,..,..,..,..,..,-0.085246812,-0.172779767,..,..,..,..,..,..,..,..,..
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.679052199,4.045153699,4.195185035,3.895158431,3.743646439,3.884936915,4.129653375,4.244982955,4.440624129,..,3.649723858,3.729318782,4.029629987,3.656356845,3.169490116,3.348428329,3.251285214,3.105080315,2.746205329,3.022428749,3.162065041
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,1.89952109,1.89952109,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.89952109,1.870270023,1.871870499,1.873470974,1.87507145,1.876671925,1.897909376,1.883073828,1.881473352,1.879872877,1.878272401
Ireland,IRL,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-1.152407215,..,..,..,..,..,-1.343889978,-3.164115132,..,..,..,..,..,..,..,..,..
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.008586809,8.072558903,7.723057986,7.628162753,7.881824817,8.163462657,7.858737173,7.737323783,7.245143221,..,8.813296615,11.17688705,11.5926495,11.17258201,11.0320952,10.97963685,8.943031474,10.19702642,10.5388979,11.05861518,11.21417451
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,10.55651038,10.65606039,10.75561039,10.8551604,10.95471041,11.06619248,11.17752939,11.23559297,11.29365655,11.35172013,10.45696037,9.150239512,9.280911598,9.411583684,9.54225577,9.672927856,10.32628829,10.1956162,10.06494411,9.934272028,9.803599942
Isle of Man,IMN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439
Israel,ISR,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.504652788,..,..,..,..,..,-0.065168035,-1.487312013,..,..,..,..,..,..,..,..,..
